
1,0,0,0,0,1
2,0,0,0,0,1
3,0,0,0,0,1
4,0,0,0,0,1
5,0,0,0,0,1
6,0,0,0,0,1
7,0,0,0,0,1
8,0,0,0,0,1
9,0,0,0,0,1
10,0,0,0,0,1
11,adab5aac,1,f,0,1
12,adab5aad,1,f,0,1
13,adab5fae,1,f,0,1
14,adab5aaf,1,f,0,1
15,adab5aa8,1,f,0,1
16,adab5aa9,1,f,0,1
17,adab5aaa,1,f,0,1
18,adab5aab,1,f,0,1
19,adab5aa4,1,f,0,1
20,adab5aa5,1,f,0,1
21,adab5aa6,1,f,0,1
22,adab5aa7,1,f,0,1
23,adab5aa0,1,f,0,1
24,adab5aa1,1,f,0,1
25,adab5aa2,1,f,0,1
26,adab5aa3,1,f,0,1
27,adab5abc,1,f,0,1
28,adab5fbd,1,f,0,1
29,adab5abe,1,f,0,1
30,adab5abf,1,f,0,1
31,adab5ab8,1,f,1,1
32,0,0,0,0,1
33,0,0,0,0,1
34,0,0,0,0,1
35,0,0,0,0,1
36,0,0,0,0,1
37,0,0,0,0,1
38,0,0,0,0,1
39,0,0,0,0,1
40,0,0,0,0,1
41,adab5aac,1,f,0,1
42,adab5aad,1,f,0,1
43,adab5aae,1,f,0,1
44,adab5aaf,1,f,0,1
45,adab5aa8,1,f,0,1
46,adab5aa9,1,f,0,1
47,adab5aaa,1,f,0,1
48,adab5aab,1,f,0,1
49,adab5aa4,1,f,0,1
50,adab5aa5,1,f,0,1
51,adab5aa6,1,f,0,1
52,adab5aa7,1,f,0,1
53,adab5aa0,1,f,0,1
54,adab5aa1,1,f,0,1
55,adab5aa2,1,f,0,1
56,adab5aa3,1,f,0,1
57,adab5abc,1,f,0,1
58,adab5abd,1,f,0,1
59,adab5abe,1,f,0,1
60,adab5abf,1,f,0,1
61,adab5ab8,1,7,1,1
62,0,0,0,0,1
63,0,0,0,0,1
64,0,0,0,0,1
65,0,0,0,0,1
66,0,0,0,0,1
67,0,0,0,0,1
68,0,0,0,0,1
69,0,0,0,0,1
70,0,0,0,0,1
71,adab5aac,1,f,0,1
72,adab5aad,1,f,0,1
73,adab5aae,1,f,0,1
74,adab5aaf,1,f,0,1
75,adab5aa8,1,f,0,1
76,adab0aa9,1,f,0,1
77,adab5aaa,1,f,0,1
78,adab5aab,1,f,0,1
79,adab5aa4,1,f,0,1
80,adab5aa5,1,f,0,1
81,adab5aa6,1,f,0,1
82,adab5aa7,1,f,0,1
83,adab5aa0,1,f,0,1
84,adab5aa1,1,f,0,1
85,adab5aa2,1,f,0,1
86,adab5aa3,1,f,0,1
87,adabfabc,1,f,0,1
88,adab5abd,1,f,0,1
89,adab5abe,1,f,0,1
90,adab5abf,1,f,0,1
91,adab5ab8,1,3,1,1
92,0,0,0,0,1
93,0,0,0,0,1
94,0,0,0,0,1
95,0,0,0,0,1
96,0,0,0,0,1
97,0,0,0,0,1
98,0,0,0,0,1
99,0,0,0,0,1
